	t	protein
134023	1099340	787027207.235327
134024	1099350	787028661.378285
134025	1099360	787030115.496971
134026	1099370	787031569.591371
134027	1099380	787033023.661485
134028	1099390	787034477.707323
134029	1099400	787035931.728878
134030	1099410	787037385.726153
134031	1099420	787038839.699157
134032	1099430	787040293.647876
134033	1099440	787041747.572318
134034	1099450	787043201.472481
134035	1099460	787044655.348364
134036	1099470	787046109.199965
134037	1099480	787047563.027289
134038	1099490	787049016.830342
134039	1099500	787050470.609118
134040	1099510	787051924.363615
134041	1099520	787053378.093844
134042	1099530	787054831.799795
134043	1099540	787056285.481473
134044	1099550	787057739.138878
134045	1099560	787059192.772007
134046	1099570	787060646.380867
134047	1099580	787062099.965453
134048	1099590	787063553.525769
134049	1099600	787065007.061813
134050	1099610	787066460.57359
134051	1099620	787067914.0611
134052	1099630	787069367.52433
134053	1099640	787070820.963297
134054	1099650	787072274.377997
134055	1099660	787073727.768424
134056	1099670	787075181.134582
134057	1099680	787076634.476472
134058	1099690	787078087.794094
134059	1099700	787079541.087453
134060	1099710	787080994.356547
134061	1099720	787082447.601378
134062	1099730	787083900.821938
134063	1099740	787085354.018235
134064	1099750	787086807.190267
134065	1099760	787088260.338037
134066	1099770	787089713.461539
134067	1099780	787091166.560778
134068	1099790	787092619.635758
134069	1099800	787094072.686474
134070	1099810	787095525.712932
134071	1099820	787096978.715123
134072	1099830	787098431.693054
134073	1099840	787099884.646733
134074	1099850	787101337.576152
134075	1099860	787102790.481304
134076	1099870	787104243.362206
134077	1099880	787105696.218843
134078	1099890	787107149.051225
134079	1099900	787108601.859348
134080	1099910	787110054.64322
134081	1099920	787111507.402835
134082	1099930	787112960.138187
134083	1099940	787114412.849286
134084	1099950	787115865.536131
134085	1099960	787117318.198728
134086	1099970	787118770.837067
134087	1099980	787120223.451155
134088	1099990	787121676.040985
134089	1100000	787123128.606564
134090	1100010	787124581.147887
134091	1100020	787126033.664965
134092	1100030	787127486.15779
134093	1100040	787128938.626364
134094	1100050	787130391.070684
134095	1100060	787131843.490753
134096	1100070	787133295.886578
134097	1100080	787134748.258156
134098	1100090	787136200.605478
134099	1100100	787137652.928556
134100	1100110	787139105.227385
134101	1100120	787140557.501966
134102	1100130	787142009.752305
134103	1100140	787143461.978391
134104	1100150	787144914.18023
134105	1100160	787146366.357836
134106	1100170	787147818.511191
134107	1100180	787149270.6403
134108	1100190	787150722.745167
134109	1100200	787152174.825793
134110	1100210	787153626.882172
134111	1100220	787155078.914307
134112	1100230	787156530.922202
134113	1100240	787157982.905858
134114	1100250	787159434.865273
134115	1100260	787160886.800448
134116	1100270	787162338.711383
134117	1100280	787163790.598076
134118	1100290	787165242.460534
134119	1100300	787166694.298749
134120	1100310	787168146.112726
134121	1100320	787169597.902466
134122	1100330	787171049.667974
134123	1100340	787172501.409236
134124	1100350	787173953.126262
134125	1100360	787175404.819055
134126	1100370	787176856.487615
134127	1100380	787178308.131938
134128	1100390	787179759.752027
134129	1100400	787181211.347882
134130	1100410	787182662.919501
134131	1100420	787184114.466887
134132	1100430	787185565.990046
134133	1100440	787187017.488971
134134	1100450	787188468.963667
134135	1100460	787189920.414122
134136	1100470	787191371.840347
134137	1100480	787192823.242351
134138	1100490	787194274.620123
134139	1100500	787195725.973663
134140	1100510	787197177.302975
134141	1100520	787198628.60806
134142	1100530	787200079.888916
134143	1100540	787201531.145544
134144	1100550	787202982.377944
134145	1100560	787204433.58612
134146	1100570	787205884.770071
134147	1100580	787207335.929792
134148	1100590	787208787.065291
134149	1100600	787210238.176565
134150	1100610	787211689.263614
134151	1100620	787213140.326439
134152	1100630	787214591.365038
134153	1100640	787216042.379418
134154	1100650	787217493.369573
134155	1100660	787218944.335509
134156	1100670	787220395.277216
134157	1100680	787221846.194708
134158	1100690	787223297.087981
134159	1100700	787224747.957029
134160	1100710	787226198.801854
134161	1100720	787227649.622464
134162	1100730	787229100.418854
134163	1100740	787230551.191023
134164	1100750	787232001.93898
134165	1100760	787233452.662723
134166	1100770	787234903.362244
134167	1100780	787236354.037549
134168	1100790	787237804.688642
134169	1100800	787239255.315514
134170	1100810	787240705.918172
134171	1100820	787242156.496616
134172	1100830	787243607.050846
134173	1100840	787245057.580862
134174	1100850	787246508.086672
134175	1100860	787247958.568262
134176	1100870	787249409.02564
134177	1100880	787250859.458807
134178	1100890	787252309.867762
134179	1100900	787253760.252508
134180	1100910	787255210.613048
134181	1100920	787256660.949371
134182	1100930	787258111.261489
134183	1100940	787259561.549402
134184	1100950	787261011.813101
134185	1100960	787262462.052591
134186	1100970	787263912.267875
134187	1100980	787265362.458955
134188	1100990	787266812.625831
134189	1101000	787268262.768497
134190	1101010	787269712.886952
134191	1101020	787271162.981203
134192	1101030	787272613.051251
134193	1101040	787274063.0971
134194	1101050	787275513.118743
134195	1101060	787276963.116177
134196	1101070	787278413.089409
134197	1101080	787279863.038435
134198	1101090	787281312.963266
134199	1101100	787282762.863898
134200	1101110	787284212.740327
134201	1101120	787285662.592553
134202	1101130	787287112.420582
134203	1101140	787288562.224408
134204	1101150	787290012.004034
134205	1101160	787291461.759461
134206	1101170	787292911.490688
134207	1101180	787294361.197723
134208	1101190	787295810.88056
134209	1101200	787297260.539196
134210	1101210	787298710.173637
134211	1101220	787300159.783877
134212	1101230	787301609.369933
134213	1101240	787303058.931793
134214	1101250	787304508.469454
134215	1101260	787305957.982924
134216	1101270	787307407.472195
134217	1101280	787308856.937275
134218	1101290	787310306.378167
134219	1101300	787311755.794863
134220	1101310	787313205.187369
134221	1101320	787314654.555685
134222	1101330	787316103.899808
134223	1101340	787317553.219744
134224	1101350	787319002.515486
134225	1101360	787320451.787039
134226	1101370	787321901.034405
134227	1101380	787323350.257574
134228	1101390	787324799.456559
134229	1101400	787326248.631351
134230	1101410	787327697.781957
134231	1101420	787329146.908383
134232	1101430	787330596.010617
134233	1101440	787332045.088674
134234	1101450	787333494.142546
134235	1101460	787334943.172231
134236	1101470	787336392.177733
134237	1101480	787337841.15905
134238	1101490	787339290.116179
134239	1101500	787340739.049122
134240	1101510	787342187.957884
134241	1101520	787343636.842466
134242	1101530	787345085.702864
134243	1101540	787346534.539086
134244	1101550	787347983.351124
134245	1101560	787349432.138984
134246	1101570	787350880.90266
134247	1101580	787352329.642157
134248	1101590	787353778.357471
134249	1101600	787355227.048614
134250	1101610	787356675.715575
134251	1101620	787358124.358362
134252	1101630	787359572.976972
134253	1101640	787361021.571403
134254	1101650	787362470.141662
134255	1101660	787363918.687742
134256	1101670	787365367.209646
134257	1101680	787366815.707376
134258	1101690	787368264.180936
134259	1101700	787369712.630322
134260	1101710	787371161.055534
134261	1101720	787372609.456576
134262	1101730	787374057.833441
134263	1101740	787375506.186132
134264	1101750	787376954.514652
134265	1101760	787378402.819007
134266	1101770	787379851.099192
134267	1101780	787381299.355205
134268	1101790	787382747.587047
134269	1101800	787384195.794719
134270	1101810	787385643.978224
134271	1101820	787387092.137563
134272	1101830	787388540.272725
134273	1101840	787389988.383723
134274	1101850	787391436.470556
134275	1101860	787392884.533221
134276	1101870	787394332.571722
134277	1101880	787395780.586062
134278	1101890	787397228.576231
134279	1101900	787398676.542243
134280	1101910	787400124.484086
134281	1101920	787401572.401762
134282	1101930	787403020.295278
134283	1101940	787404468.164634
134284	1101950	787405916.009823
134285	1101960	787407363.830852
134286	1101970	787408811.627719
134287	1101980	787410259.400429
134288	1101990	787411707.148975
134289	1102000	787413154.873366
134290	1102010	787414602.57359
134291	1102020	787416050.249657
134292	1102030	787417497.901566
134293	1102040	787418945.529323
134294	1102050	787420393.132917
134295	1102060	787421840.712354
134296	1102070	787423288.267637
134297	1102080	787424735.79876
134298	1102090	787426183.305726
134299	1102100	787427630.78854
134300	1102110	787429078.2472
134301	1102120	787430525.681707
134302	1102130	787431973.092063
134303	1102140	787433420.478265
134304	1102150	787434867.840314
134305	1102160	787436315.178212
134306	1102170	787437762.491956
134307	1102180	787439209.78155
134308	1102190	787440657.046991
134309	1102200	787442104.288275
134310	1102210	787443551.505411
134311	1102220	787444998.6984
134312	1102230	787446445.867232
134313	1102240	787447893.011925
134314	1102250	787449340.132467
134315	1102260	787450787.228861
134316	1102270	787452234.30111
134317	1102280	787453681.349212
134318	1102290	787455128.373166
134319	1102300	787456575.372973
134320	1102310	787458022.348632
134321	1102320	787459469.300152
134322	1102330	787460916.227521
134323	1102340	787462363.130751
134324	1102350	787463810.009841
134325	1102360	787465256.864781
134326	1102370	787466703.695576
134327	1102380	787468150.502232
134328	1102390	787469597.284749
134329	1102400	787471044.043122
134330	1102410	787472490.777356
134331	1102420	787473937.487446
134332	1102430	787475384.173399
134333	1102440	787476830.835212
134334	1102450	787478277.472883
134335	1102460	787479724.086417
134336	1102470	787481170.675811
134337	1102480	787482617.241071
134338	1102490	787484063.78219
134339	1102500	787485510.299175
134340	1102510	787486956.792026
134341	1102520	787488403.26074
134342	1102530	787489849.705323
134343	1102540	787491296.12576
134344	1102550	787492742.522071
134345	1102560	787494188.894251
134346	1102570	787495635.242288
134347	1102580	787497081.566193
134348	1102590	787498527.865973
134349	1102600	787499974.141619
134350	1102610	787501420.393134
134351	1102620	787502866.620516
134352	1102630	787504312.82376
134353	1102640	787505759.002881
134354	1102650	787507205.15787
134355	1102660	787508651.288728
134356	1102670	787510097.395458
134357	1102680	787511543.478056
134358	1102690	787512989.53653
134359	1102700	787514435.570875
134360	1102710	787515881.581092
134361	1102720	787517327.567185
134362	1102730	787518773.529149
134363	1102740	787520219.466985
134364	1102750	787521665.380699
134365	1102760	787523111.27029
134366	1102770	787524557.135758
134367	1102780	787526002.977103
134368	1102790	787527448.794321
134369	1102800	787528894.587417
134370	1102810	787530340.356395
134371	1102820	787531786.10125
134372	1102830	787533231.821979
134373	1102840	787534677.518588
134374	1102850	787536123.191079
134375	1102860	787537568.839453
134376	1102870	787539014.463704
134377	1102880	787540460.063835
134378	1102890	787541905.639848
134379	1102900	787543351.191738
134380	1102910	787544796.719514
134381	1102920	787546242.22317
134382	1102930	787547687.702718
134383	1102940	787549133.158139
134384	1102950	787550578.589448
134385	1102960	787552023.996638
134386	1102970	787553469.379714
134387	1102980	787554914.738674
134388	1102990	787556360.073525
134389	1103000	787557805.38426
134390	1103010	787559250.670886
134391	1103020	787560695.933396
134392	1103030	787562141.171796
134393	1103040	787563586.386086
134394	1103050	787565031.576259
134395	1103060	787566476.742325
134396	1103070	787567921.884281
134397	1103080	787569367.002126
134398	1103090	787570812.095862
134399	1103100	787572257.165482
134400	1103110	787573702.211003
134401	1103120	787575147.232409
134402	1103130	787576592.229711
134403	1103140	787578037.202908
134404	1103150	787579482.151995
134405	1103160	787580927.076972
134406	1103170	787582371.977847
134407	1103180	787583816.854613
134408	1103190	787585261.707281
134409	1103200	787586706.535844
134410	1103210	787588151.340302
134411	1103220	787589596.120654
134412	1103230	787591040.876907
134413	1103240	787592485.609056
134414	1103250	787593930.317104
134415	1103260	787595375.001048
134416	1103270	787596819.660892
134417	1103280	787598264.296631
134418	1103290	787599708.908272
134419	1103300	787601153.495813
134420	1103310	787602598.059254
134421	1103320	787604042.598597
134422	1103330	787605487.113842
134423	1103340	787606931.604995
134424	1103350	787608376.072048
134425	1103360	787609820.515
134426	1103370	787611264.933857
134427	1103380	787612709.328618
134428	1103390	787614153.699285
134429	1103400	787615598.045856
134430	1103410	787617042.368329
134431	1103420	787618486.666706
134432	1103430	787619930.940997
134433	1103440	787621375.191189
134434	1103450	787622819.417289
134435	1103460	787624263.619303
134436	1103470	787625707.797218
134437	1103480	787627151.951044
134438	1103490	787628596.08078
134439	1103500	787630040.186424
134440	1103510	787631484.267984
134441	1103520	787632928.325444
134442	1103530	787634372.358819
134443	1103540	787635816.36811
134444	1103550	787637260.353308
134445	1103560	787638704.314419
134446	1103570	787640148.251441
134447	1103580	787641592.164376
134448	1103590	787643036.053225
134449	1103600	787644479.917987
134450	1103610	787645923.758669
134451	1103620	787647367.575261
134452	1103630	787648811.367771
134453	1103640	787650255.136193
134454	1103650	787651698.88053
134455	1103660	787653142.600788
134456	1103670	787654586.296962
134457	1103680	787656029.969057
134458	1103690	787657473.61707
134459	1103700	787658917.240996
134460	1103710	787660360.840842
134461	1103720	787661804.416612
134462	1103730	787663247.968304
134463	1103740	787664691.495913
134464	1103750	787666134.999444
134465	1103760	787667578.478896
134466	1103770	787669021.934268
134467	1103780	787670465.365563
134468	1103790	787671908.772779
134469	1103800	787673352.155919
134470	1103810	787674795.514987
134471	1103820	787676238.849974
134472	1103830	787677682.160882
134473	1103840	787679125.447724
134474	1103850	787680568.710486
134475	1103860	787682011.949173
134476	1103870	787683455.163791
134477	1103880	787684898.354341
134478	1103890	787686341.520806
134479	1103900	787687784.663202
134480	1103910	787689227.78153
134481	1103920	787690670.875788
134482	1103930	787692113.945977
134483	1103940	787693556.992093
134484	1103950	787695000.014137
134485	1103960	787696443.01211
134486	1103970	787697885.986017
134487	1103980	787699328.935858
134488	1103990	787700771.861629
134489	1104000	787702214.763327
134490	1104010	787703657.640961
134491	1104020	787705100.494527
134492	1104030	787706543.324027
134493	1104040	787707986.129464
134494	1104050	787709428.91084
134495	1104060	787710871.668151
134496	1104070	787712314.401395
134497	1104080	787713757.110574
134498	1104090	787715199.795692
134499	1104100	787716642.456744
134500	1104110	787718085.093736
134501	1104120	787719527.706665
134502	1104130	787720970.295534
134503	1104140	787722412.860343
134504	1104150	787723855.401094
134505	1104160	787725297.917775
134506	1104170	787726740.4104
134507	1104180	787728182.878967
134508	1104190	787729625.32348
134509	1104200	787731067.743931
134510	1104210	787732510.14032
134511	1104220	787733952.512652
134512	1104230	787735394.860931
134513	1104240	787736837.185152
134514	1104250	787738279.48532
134515	1104260	787739721.761433
134516	1104270	787741164.013487
134517	1104280	787742606.24148
134518	1104290	787744048.445425
134519	1104300	787745490.625316
134520	1104310	787746932.781152
134521	1104320	787748374.912942
134522	1104330	787749817.020671
134523	1104340	787751259.104353
134524	1104350	787752701.163986
134525	1104360	787754143.19956
134526	1104370	787755585.211092
134527	1104380	787757027.198576
134528	1104390	787758469.162009
134529	1104400	787759911.101383
134530	1104410	787761353.016713
134531	1104420	787762794.907998
134532	1104430	787764236.775233
134533	1104440	787765678.61842
134534	1104450	787767120.437562
134535	1104460	787768562.232658
134536	1104470	787770004.003707
134537	1104480	787771445.750705
134538	1104490	787772887.473666
134539	1104500	787774329.172582
134540	1104510	787775770.847448
134541	1104520	787777212.49827
134542	1104530	787778654.125047
134543	1104540	787780095.727784
134544	1104550	787781537.306485
134545	1104560	787782978.861141
134546	1104570	787784420.391754
134547	1104580	787785861.898325
134548	1104590	787787303.380854
134549	1104600	787788744.839349
134550	1104610	787790186.2738
134551	1104620	787791627.684216
134552	1104630	787793069.070593
134553	1104640	787794510.432934
134554	1104650	787795951.771235
134555	1104660	787797393.085496
134556	1104670	787798834.375719
134557	1104680	787800275.641909
134558	1104690	787801716.884064
134559	1104700	787803158.102186
134560	1104710	787804599.296272
134561	1104720	787806040.466321
134562	1104730	787807481.612335
134563	1104740	787808922.734319
134564	1104750	787810363.832269
134565	1104760	787811804.906182
134566	1104770	787813245.956062
134567	1104780	787814686.981913
134568	1104790	787816127.983737
134569	1104800	787817568.961532
134570	1104810	787819009.915297
134571	1104820	787820450.845031
134572	1104830	787821891.750731
134573	1104840	787823332.632403
134574	1104850	787824773.490047
134575	1104860	787826214.32366
134576	1104870	787827655.133249
134577	1104880	787829095.918808
134578	1104890	787830536.680343
134579	1104900	787831977.417856
134580	1104910	787833418.131337
134581	1104920	787834858.820795
134582	1104930	787836299.486231
134583	1104940	787837740.127641
134584	1104950	787839180.745026
134585	1104960	787840621.338389
134586	1104970	787842061.907728
134587	1104980	787843502.453042
134588	1104990	787844942.974335
134589	1105000	787846383.471609
134590	1105010	787847823.944859
134591	1105020	787849264.394092
134592	1105030	787850704.819306
134593	1105040	787852145.220499
134594	1105050	787853585.59767
134595	1105060	787855025.950822
134596	1105070	787856466.279962
134597	1105080	787857906.585082
134598	1105090	787859346.866183
134599	1105100	787860787.123266
134600	1105110	787862227.356333
134601	1105120	787863667.56538
134602	1105130	787865107.750416
134603	1105140	787866547.911438
134604	1105150	787867988.048444
134605	1105160	787869428.161431
134606	1105170	787870868.250405
134607	1105180	787872308.315373
134608	1105190	787873748.356327
134609	1105200	787875188.373263
134610	1105210	787876628.366189
134611	1105220	787878068.335102
134612	1105230	787879508.28001
134613	1105240	787880948.200902
134614	1105250	787882388.09779
134615	1105260	787883827.970666
134616	1105270	787885267.819533
134617	1105280	787886707.644394
134618	1105290	787888147.445245
134619	1105300	787889587.222085
134620	1105310	787891026.974918
134621	1105320	787892466.703749
134622	1105330	787893906.408573
134623	1105340	787895346.089385
134624	1105350	787896785.746198
134625	1105360	787898225.379002
134626	1105370	787899664.987804
134627	1105380	787901104.572604
134628	1105390	787902544.133391
134629	1105400	787903983.670178
134630	1105410	787905423.182963
134631	1105420	787906862.671752
134632	1105430	787908302.136536
134633	1105440	787909741.577314
134634	1105450	787911180.994097
134635	1105460	787912620.386876
134636	1105470	787914059.755651
134637	1105480	787915499.100434
134638	1105490	787916938.421218
134639	1105500	787918377.718
134640	1105510	787919816.990785
134641	1105520	787921256.239569
134642	1105530	787922695.464362
134643	1105540	787924134.665156
134644	1105550	787925573.841949
134645	1105560	787927012.994753
134646	1105570	787928452.123564
134647	1105580	787929891.228379
134648	1105590	787931330.309197
134649	1105600	787932769.366014
134650	1105610	787934208.398841
134651	1105620	787935647.407674
134652	1105630	787937086.392512
134653	1105640	787938525.353359
134654	1105650	787939964.290221
134655	1105660	787941403.203091
134656	1105670	787942842.091962
134657	1105680	787944280.95685
134658	1105690	787945719.797748
134659	1105700	787947158.614656
134660	1105710	787948597.407577
134661	1105720	787950036.176511
134662	1105730	787951474.921458
134663	1105740	787952913.642408
134664	1105750	787954352.339374
134665	1105760	787955791.012355
134666	1105770	787957229.66135
134667	1105780	787958668.286359
134668	1105790	787960106.887379
134669	1105800	787961545.464419
134670	1105810	787962984.017473
134671	1105820	787964422.546546
134672	1105830	787965861.051633
134673	1105840	787967299.532733
134674	1105850	787968737.989854
134675	1105860	787970176.422997
134676	1105870	787971614.832159
134677	1105880	787973053.21733
134678	1105890	787974491.578524
134679	1105900	787975929.915742
134680	1105910	787977368.228974
134681	1105920	787978806.518232
134682	1105930	787980244.783508
134683	1105940	787981683.024806
134684	1105950	787983121.24213
134685	1105960	787984559.435478
134686	1105970	787985997.604845
134687	1105980	787987435.750235
134688	1105990	787988873.87165
134689	1106000	787990311.96909
134690	1106010	787991750.042553
134691	1106020	787993188.092045
134692	1106030	787994626.117563
134693	1106040	787996064.119104
134694	1106050	787997502.096671
134695	1106060	787998940.050265
134696	1106070	788000377.979884
134697	1106080	788001815.885533
134698	1106090	788003253.767207
134699	1106100	788004691.624918
134700	1106110	788006129.458652
134701	1106120	788007567.268421
134702	1106130	788009005.054217
134703	1106140	788010442.816046
134704	1106150	788011880.55391
134705	1106160	788013318.267798
134706	1106170	788014755.957725
134707	1106180	788016193.623678
134708	1106190	788017631.26567
134709	1106200	788019068.883691
134710	1106210	788020506.477747
134711	1106220	788021944.047839
134712	1106230	788023381.593967
134713	1106240	788024819.116132
134714	1106250	788026256.614331
134715	1106260	788027694.088565
134716	1106270	788029131.538835
134717	1106280	788030568.965144
134718	1106290	788032006.367491
134719	1106300	788033443.745872
134720	1106310	788034881.100292
134721	1106320	788036318.430754
134722	1106330	788037755.737249
134723	1106340	788039193.019792
134724	1106350	788040630.278368
134725	1106360	788042067.512991
134726	1106370	788043504.723658
134727	1106380	788044941.910361
134728	1106390	788046379.073111
134729	1106400	788047816.211897
134730	1106410	788049253.326732
134731	1106420	788050690.417608
134732	1106430	788052127.484532
134733	1106440	788053564.527494
134734	1106450	788055001.546504
134735	1106460	788056438.541563
134736	1106470	788057875.512671
134737	1106480	788059312.459813
134738	1106490	788060749.383009
134739	1106500	788062186.282249
134740	1106510	788063623.157537
134741	1106520	788065060.008875
134742	1106530	788066496.836263
134743	1106540	788067933.639697
134744	1106550	788069370.419179
134745	1106560	788070807.174712
134746	1106570	788072243.906296
134747	1106580	788073680.61393
134748	1106590	788075117.297611
134749	1106600	788076553.957348
134750	1106610	788077990.593141
134751	1106620	788079427.204991
134752	1106630	788080863.792885
134753	1106640	788082300.356835
134754	1106650	788083736.89684
134755	1106660	788085173.4129
134756	1106670	788086609.905019
134757	1106680	788088046.373189
134758	1106690	788089482.817415
134759	1106700	788090919.237699
134760	1106710	788092355.634038
134761	1106720	788093792.006434
134762	1106730	788095228.354891
134763	1106740	788096664.679404
134764	1106750	788098100.979974
134765	1106760	788099537.256602
134766	1106770	788100973.509293
134767	1106780	788102409.738048
134768	1106790	788103845.942854
134769	1106800	788105282.123726
134770	1106810	788106718.280658
134771	1106820	788108154.41365
134772	1106830	788109590.522702
134773	1106840	788111026.60782
134774	1106850	788112462.669005
134775	1106860	788113898.706259
134776	1106870	788115334.719571
134777	1106880	788116770.708952
134778	1106890	788118206.674398
134779	1106900	788119642.615912
134780	1106910	788121078.533486
134781	1106920	788122514.427125
134782	1106930	788123950.296826
134783	1106940	788125386.142597
134784	1106950	788126821.96444
134785	1106960	788128257.762349
134786	1106970	788129693.536326
134787	1106980	788131129.286378
134788	1106990	788132565.012493
134789	1107000	788134000.714681
134790	1107010	788135436.392936
134791	1107020	788136872.047265
134792	1107030	788138307.677671
134793	1107040	788139743.284148
134794	1107050	788141178.866692
134795	1107060	788142614.425312
134796	1107070	788144049.960004
134797	1107080	788145485.470774
134798	1107090	788146920.957615
134799	1107100	788148356.420529
134800	1107110	788149791.859521
134801	1107120	788151227.274588
134802	1107130	788152662.665733
134803	1107140	788154098.032946
134804	1107150	788155533.376239
134805	1107160	788156968.695611
134806	1107170	788158403.991059
134807	1107180	788159839.262586
134808	1107190	788161274.510199
134809	1107200	788162709.733888
134810	1107210	788164144.933653
134811	1107220	788165580.1095
134812	1107230	788167015.261425
134813	1107240	788168450.389432
134814	1107250	788169885.493521
134815	1107260	788171320.573697
134816	1107270	788172755.629951
134817	1107280	788174190.662291
134818	1107290	788175625.670715
134819	1107300	788177060.655216
134820	1107310	788178495.615811
134821	1107320	788179930.552486
134822	1107330	788181365.465245
134823	1107340	788182800.35409
134824	1107350	788184235.21902
134825	1107360	788185670.060039
134826	1107370	788187104.877146
134827	1107380	788188539.670338
134828	1107390	788189974.439625
134829	1107400	788191409.184989
134830	1107410	788192843.906447
134831	1107420	788194278.603988
134832	1107430	788195713.277621
134833	1107440	788197147.927348
134834	1107450	788198582.553167
134835	1107460	788200017.155078
134836	1107470	788201451.733081
134837	1107480	788202886.287176
134838	1107490	788204320.817364
134839	1107500	788205755.32364
134840	1107510	788207189.806013
134841	1107520	788208624.264476
134842	1107530	788210058.699037
134843	1107540	788211493.109688
134844	1107550	788212927.49644
134845	1107560	788214361.859287
134846	1107570	788215796.198226
134847	1107580	788217230.513264
134848	1107590	788218664.804402
134849	1107600	788220099.071635
134850	1107610	788221533.314963
134851	1107620	788222967.534391
134852	1107630	788224401.729919
134853	1107640	788225835.901545
134854	1107650	788227270.049278
134855	1107660	788228704.173109
134856	1107670	788230138.273042
134857	1107680	788231572.349071
134858	1107690	788233006.401199
134859	1107700	788234440.429437
134860	1107710	788235874.433773
134861	1107720	788237308.414211
134862	1107730	788238742.37075
134863	1107740	788240176.303392
134864	1107750	788241610.212141
134865	1107760	788243044.096998
134866	1107770	788244477.957962
134867	1107780	788245911.795028
134868	1107790	788247345.608204
134869	1107800	788248779.397482
134870	1107810	788250213.162869
134871	1107820	788251646.904364
134872	1107830	788253080.621967
134873	1107840	788254514.315683
134874	1107850	788255947.985506
134875	1107860	788257381.631435
134876	1107870	788258815.253477
134877	1107880	788260248.851628
134878	1107890	788261682.425889
134879	1107900	788263115.97626
134880	1107910	788264549.502747
134881	1107920	788265983.005349
134882	1107930	788267416.484062
134883	1107940	788268849.938882
134884	1107950	788270283.369822
134885	1107960	788271716.776872
134886	1107970	788273150.160036
134887	1107980	788274583.519318
134888	1107990	788276016.854715
134889	1108000	788277450.166227
134890	1108010	788278883.453854
134891	1108020	788280316.717602
134892	1108030	788281749.957466
134893	1108040	788283183.173448
134894	1108050	788284616.36555
134895	1108060	788286049.533762
134896	1108070	788287482.678097
134897	1108080	788288915.79855
134898	1108090	788290348.895125
134899	1108100	788291781.967816
134900	1108110	788293215.016627
134901	1108120	788294648.041558
134902	1108130	788296081.042619
134903	1108140	788297514.019797
134904	1108150	788298946.973096
134905	1108160	788300379.902521
134906	1108170	788301812.808067
134907	1108180	788303245.689743
134908	1108190	788304678.547537
134909	1108200	788306111.381461
134910	1108210	788307544.191512
134911	1108220	788308976.977685
134912	1108230	788310409.739981
134913	1108240	788311842.478403
134914	1108250	788313275.192956
134915	1108260	788314707.88364
134916	1108270	788316140.550447
134917	1108280	788317573.193385
134918	1108290	788319005.812451
134919	1108300	788320438.407649
134920	1108310	788321870.978975
134921	1108320	788323303.526437
134922	1108330	788324736.050022
134923	1108340	788326168.549742
134924	1108350	788327601.025593
134925	1108360	788329033.477576
134926	1108370	788330465.905689
134927	1108380	788331898.309934
134928	1108390	788333330.690317
134929	1108400	788334763.046831
134930	1108410	788336195.379478
134931	1108420	788337627.688264
134932	1108430	788339059.97319
134933	1108440	788340492.234247
134934	1108450	788341924.471443
134935	1108460	788343356.684775
134936	1108470	788344788.874242
134937	1108480	788346221.039849
134938	1108490	788347653.181589
134939	1108500	788349085.299476
134940	1108510	788350517.393498
134941	1108520	788351949.463657
134942	1108530	788353381.509957
134943	1108540	788354813.532404
134944	1108550	788356245.530989
134945	1108560	788357677.505714
134946	1108570	788359109.456576
134947	1108580	788360541.383584
134948	1108590	788361973.286735
134949	1108600	788363405.166025
134950	1108610	788364837.021461
134951	1108620	788366268.85304
134952	1108630	788367700.660762
134953	1108640	788369132.444631
134954	1108650	788370564.204644
134955	1108660	788371995.940809
134956	1108670	788373427.653119
134957	1108680	788374859.341572
134958	1108690	788376291.006176
134959	1108700	788377722.646924
134960	1108710	788379154.263826
134961	1108720	788380585.856875
134962	1108730	788382017.426072
134963	1108740	788383448.97142
134964	1108750	788384880.492916
134965	1108760	788386311.990565
134966	1108770	788387743.464364
134967	1108780	788389174.914317
134968	1108790	788390606.340418
134969	1108800	788392037.742675
134970	1108810	788393469.121079
134971	1108820	788394900.47564
134972	1108830	788396331.806355
134973	1108840	788397763.113221
134974	1108850	788399194.396246
134975	1108860	788400625.655422
134976	1108870	788402056.89076
134977	1108880	788403488.10225
134978	1108890	788404919.289894
134979	1108900	788406350.453693
134980	1108910	788407781.593655
134981	1108920	788409212.709772
134982	1108930	788410643.802049
134983	1108940	788412074.870489
134984	1108950	788413505.915085
134985	1108960	788414936.935835
134986	1108970	788416367.932744
134987	1108980	788417798.905818
134988	1108990	788419229.855056
134989	1109000	788420660.78045
134990	1109010	788422091.682011
134991	1109020	788423522.559735
134992	1109030	788424953.413612
134993	1109040	788426384.243661
134994	1109050	788427815.049869
134995	1109060	788429245.832239
134996	1109070	788430676.590775
134997	1109080	788432107.325477
134998	1109090	788433538.036347
134999	1109100	788434968.723382
135000	1109110	788436399.386583
135001	1109120	788437830.025948
135002	1109130	788439260.641485
135003	1109140	788440691.233192
135004	1109150	788442121.801068
135005	1109160	788443552.345112
135006	1109170	788444982.865314
135007	1109180	788446413.361688
135008	1109190	788447843.834238
135009	1109200	788449274.282956
135010	1109210	788450704.707848
135011	1109220	788452135.108909
135012	1109230	788453565.486144
135013	1109240	788454995.83955
135014	1109250	788456426.169127
135015	1109260	788457856.47488
135016	1109270	788459286.756801
135017	1109280	788460717.014895
135018	1109290	788462147.24917
135019	1109300	788463577.459622
135020	1109310	788465007.64624
135021	1109320	788466437.809038
